Team__1,Seed__1,Score__1,Team__2,Seed__2,Score__2,Winning_Team,Win__1,Year,Round,KP__Rk_AdjEM__1,KP__Conf__1,KP__W-L__1,KP__Wins__1,KP__Losses__1,KP__WinPct__1,KP__AdjEM__1,KP__AdjO__1,KP__Rk_AdjO__1,KP__AdjD__1,KP__Rk_AdjD__1,KP__AdjT__1,KP__Rk_AdjT__1,KP__Luck__1,KP__Rk_Luck__1,KP__SOS_AdjEM__1,KP__Rk_SOS_AdjEM__1,KP__SOS_AdjO__1,KP__Rk_SOS_AdjO__1,KP__SOS_AdjD__1,KP__Rk_SOS_AdjD__1,KP__NCSOS_AdjEM__1,KP__Rk_NCSOS_AdjEM__1,KP__Rk_AdjEM__2,KP__Conf__2,KP__W-L__2,KP__Wins__2,KP__Losses__2,KP__WinPct__2,KP__AdjEM__2,KP__AdjO__2,KP__Rk_AdjO__2,KP__AdjD__2,KP__Rk_AdjD__2,KP__AdjT__2,KP__Rk_AdjT__2,KP__Luck__2,KP__Rk_Luck__2,KP__SOS_AdjEM__2,KP__Rk_SOS_AdjEM__2,KP__SOS_AdjO__2,KP__Rk_SOS_AdjO__2,KP__SOS_AdjD__2,KP__Rk_SOS_AdjD__2,KP__NCSOS_AdjEM__2,KP__Rk_NCSOS_AdjEM__2,BT__Rk__1,BT__Conf__1,BT__G__1,BT__Rec__1,BT__ConfRec__1,BT__Wins__1,BT__Losses__1,BT__WinPct__1,BT__ConfWins__1,BT__ConfLosses__1,BT__ConfWinPct__1,BT__AdjOE__1,BT__Rk_AdjOE__1,BT__AdjDE__1,BT__Rk_AdjDE__1,BT__Barthag__1,BT__Rk_Barthag__1,BT__EFG%__1,BT__Rk_EFG%__1,BT__EFGD%__1,BT__Rk_EFGD%__1,BT__TOR__1,BT__Rk_TOR__1,BT__TORD__1,BT__Rk_TORD__1,BT__ORB__1,BT__Rk_ORB__1,BT__DRB__1,BT__Rk_DRB__1,BT__FTR__1,BT__Rk_FTR__1,BT__FTRD__1,BT__Rk_FTRD__1,BT__2P%__1,BT__Rk_2P%__1,BT__2P%D__1,BT__Rk_2P%D__1,BT__3P%__1,BT__Rk_3P%__1,BT__3P%D__1,BT__Rk_3P%D__1,BT__3PR__1,BT__Rk_3PR__1,BT__3PRD__1,BT__Rk_3PRD__1,BT__AdjT__1,BT__Rk_AdjT__1,BT__WAB__1,BT__Rk_WAB__1,BT__Rk__2,BT__Conf__2,BT__G__2,BT__Rec__2,BT__ConfRec__2,BT__Wins__2,BT__Losses__2,BT__WinPct__2,BT__ConfWins__2,BT__ConfLosses__2,BT__ConfWinPct__2,BT__AdjOE__2,BT__Rk_AdjOE__2,BT__AdjDE__2,BT__Rk_AdjDE__2,BT__Barthag__2,BT__Rk_Barthag__2,BT__EFG%__2,BT__Rk_EFG%__2,BT__EFGD%__2,BT__Rk_EFGD%__2,BT__TOR__2,BT__Rk_TOR__2,BT__TORD__2,BT__Rk_TORD__2,BT__ORB__2,BT__Rk_ORB__2,BT__DRB__2,BT__Rk_DRB__2,BT__FTR__2,BT__Rk_FTR__2,BT__FTRD__2,BT__Rk_FTRD__2,BT__2P%__2,BT__Rk_2P%__2,BT__2P%D__2,BT__Rk_2P%D__2,BT__3P%__2,BT__Rk_3P%__2,BT__3P%D__2,BT__Rk_3P%D__2,BT__3PR__2,BT__Rk_3PR__2,BT__3PRD__2,BT__Rk_3PRD__2,BT__AdjT__2,BT__Rk_AdjT__2,BT__WAB__2,BT__Rk_WAB__2
Arkansas,3,85.0,Colgate,14,68.0,Arkansas,True,2021,1,18,SEC,22-6,22,6,0.7857142857142857,21.61,111.6,35,90.0,14,73.1,17,0.056,56,11.34,62,108.3,55,97.0,69,-5.13,282,86,Pat,14-1,14,1,0.9333333333333332,10.13,110.9,43,100.8,140,72.4,25,0.05,69,-6.63,315,99.2,281,105.8,331,-99.0,331,24,SEC,28,22-6,13-4,22,6,0.7857,13,4,0.7647,110.0,45,91.3,18,0.8957,24,51.5,96,47.6,61,17.4,94,20.3,86,31.7,60,26.2,105,32.7,144,29.3,118,51.9,84,46.9,72,33.9,156,32.6,107,35.8,218,37.6,180,74.0,16,4.6,12,56,Pat,15,14-1,11-1,14,1,0.9333,11,1,0.9167,112.4,25,98.0,105,0.829,56,57.0,5,45.6,15,13.7,4,16.6,299,28.2,159,25.4,76,31.0,179,25.0,31,55.4,16,49.4,153,40.0,3,26.1,1,35.9,216,37.0,161,72.8,33,0.37,48
Florida,7,75.0,Virginia Tech,10,70.0,Florida,True,2021,1,37,SEC,14-9,14,9,0.6086956521739131,17.78,111.2,40,93.4,36,68.6,165,0.003,165,14.92,20,109.9,26,95.0,24,8.85,72,48,ACC,15-6,15,6,0.7142857142857143,15.45,110.2,56,94.8,52,66.1,293,0.066,45,9.61,80,107.8,69,98.2,103,0.66,205,32,SEC,23,14-9,9-7,14,9,0.6087,9,7,0.5625,110.4,42,93.4,35,0.8724,32,52.5,68,47.5,56,20.7,263,20.6,76,30.8,82,31.6,295,33.8,116,34.8,255,51.9,84,48.4,123,35.7,75,30.6,30,33.8,261,35.3,105,69.5,155,1.2,40,51,ACC,21,15-6,9-4,15,6,0.7143,9,4,0.6923,108.8,58,94.5,52,0.8344,51,52.5,68,48.4,94,17.3,88,17.6,250,28.4,154,24.3,38,33.2,125,30.9,159,51.7,92,47.6,96,35.7,75,33.0,127,41.0,77,39.3,244,67.4,259,0.9,45
Ohio State,2,72.0,Oral Roberts,15,75.0,Oral Roberts,False,2021,1,7,B10,21-9,21,9,0.7,25.35,122.3,4,96.9,78,67.1,248,0.003,162,18.78,5,111.8,7,93.0,3,2.98,160,151,Sum,16-10,16,10,0.6153846153846154,1.21,108.8,72,107.6,285,71.8,46,0.013,146,0.07,177,102.9,173,102.8,206,21.54,4,10,B10,30,21-9,12-8,21,9,0.7,12,8,0.6,121.4,4,97.1,89,0.9287,10,53.1,53,48.9,120,15.3,11,15.0,336,29.1,128,27.4,152,37.6,36,33.8,230,52.1,79,47.4,87,36.5,57,34.1,184,39.4,122,38.0,201,67.8,241,6.0,6,156,Sum,23,13-10,10-5,13,10,0.5652,10,5,0.6667,107.5,72,106.7,275,0.5216,156,53.6,46,50.4,187,15.7,22,18.2,204,23.2,295,33.0,328,27.8,269,33.1,208,49.7,170,49.0,135,38.8,10,35.6,265,45.9,22,32.0,29,72.3,50,-4.9,152
Illinois,1,78.0,Drexel,16,49.0,Illinois,True,2021,1,3,B10,23-6,23,6,0.7931034482758621,30.54,119.0,8,88.5,5,70.7,80,0.03,111,18.88,3,112.7,2,93.8,10,10.0,57,145,CAA,12-7,12,7,0.631578947368421,1.59,107.2,95,105.6,247,64.2,341,-0.043,274,-3.28,242,100.5,243,103.8,243,-5.58,289,5,B10,29,23-6,16-4,23,6,0.7931,16,4,0.8,117.4,9,90.8,16,0.9504,5,55.6,16,46.6,33,18.2,129,16.1,314,33.0,35,22.2,10,39.2,20,30.5,152,55.3,19,45.4,29,37.6,24,32.7,113,30.7,312,33.0,41,71.6,70,8.8,1,130,CAA,19,12-7,4-5,12,7,0.6316,4,5,0.4444,106.2,92,103.6,219,0.5697,130,54.3,33,49.6,144,19.6,204,16.4,303,29.4,118,24.3,38,28.5,252,27.2,65,53.5,46,50.4,200,37.2,35,32.1,82,35.7,221,34.4,80,65.3,328,-4.5,143
Loyola Chicago,8,71.0,Georgia Tech,9,60.0,Loyola Chicago,True,2021,1,9,MVC,24-4,24,4,0.8571428571428571,23.72,110.6,49,86.9,3,64.2,342,-0.02,226,4.14,132,104.3,139,100.1,135,4.91,129,31,ACC,17-8,17,8,0.68,18.8,113.5,25,94.7,51,67.7,216,-0.005,191,12.57,48,108.9,46,96.4,49,-0.89,226,13,MVC,26,22-4,16-2,22,4,0.8462,16,2,0.8889,109.0,56,88.2,2,0.9187,13,56.3,9,46.7,37,18.5,150,21.6,46,26.0,230,21.0,3,30.7,188,22.4,6,58.0,4,45.5,30,35.7,75,32.5,101,37.0,186,34.4,80,64.8,333,1.8,34,35,ACC,25,17-8,11-6,17,8,0.68,11,6,0.6471,112.7,24,95.6,64,0.8692,35,53.9,40,52.2,263,15.9,30,22.8,15,24.8,250,29.9,249,29.0,239,28.9,111,54.8,24,50.7,213,34.9,112,36.7,308,37.0,186,34.6,89,68.6,207,1.8,33
Tennessee,5,56.0,Oregon State,12,70.0,Oregon State,False,2021,1,21,SEC,18-8,18,8,0.6923076923076923,21.15,108.9,70,87.8,4,67.3,233,-0.007,198,12.6,46,108.4,54,95.8,39,-0.59,222,84,P12,17-12,17,12,0.5862068965517241,10.32,109.5,63,99.1,117,65.4,315,0.075,38,11.38,61,108.8,50,97.4,80,-6.06,291,16,SEC,26,18-8,10-7,18,8,0.6923,10,7,0.5882,108.5,61,88.2,3,0.9147,16,50.1,168,45.9,24,18.2,129,22.9,14,31.4,67,28.6,202,35.1,80,31.1,162,49.8,166,44.8,15,33.8,160,31.8,69,34.3,249,38.1,204,67.8,241,2.3,27,77,P12,28,16-12,10-10,16,12,0.5714,10,10,0.5,109.1,53,98.4,113,0.7667,77,48.7,226,50.4,187,17.2,80,18.5,187,29.8,109,29.4,230,34.0,107,38.2,304,46.9,275,52.5,268,34.6,126,31.4,54,35.5,226,37.7,185,66.1,307,0.38,47
Oklahoma State,4,69.0,Liberty,13,60.0,Oklahoma State,True,2021,1,30,B12,20-8,20,8,0.7142857142857143,18.84,110.2,57,91.4,22,71.9,41,0.039,89,14.77,23,110.7,17,95.9,42,4.78,130,98,ASun,23-5,23,5,0.8214285714285714,8.44,110.3,55,101.8,168,63.1,347,-0.013,212,-6.49,312,98.6,298,105.1,307,1.25,195,33,B12,28,20-8,11-7,20,8,0.7143,11,7,0.6111,109.1,54,92.3,27,0.8719,33,52.2,76,47.2,49,21.4,292,19.3,135,31.9,56,30.2,260,36.4,58,30.5,152,52.9,57,46.9,72,33.8,160,31.7,66,31.9,295,37.4,177,72.7,37,4.8,10,95,ASun,24,19-5,11-2,19,5,0.7917,11,2,0.8462,109.1,52,100.8,163,0.7135,95,57.4,4,48.0,76,15.6,17,17.3,266,23.1,298,22.4,13,25.5,314,29.6,131,56.8,9,47.8,104,38.8,10,32.2,86,47.5,15,36.1,128,64.4,337,-1.7,76
San Diego State,6,62.0,Syracuse,11,78.0,Syracuse,False,2021,1,19,MWC,23-4,23,4,0.8518518518518519,21.35,110.8,45,89.5,10,66.1,298,0.018,133,6.39,108,105.9,100,99.5,122,10.97,49,40,ACC,16-9,16,9,0.64,16.58,114.1,20,97.5,87,69.2,137,0.017,136,12.07,56,108.8,49,96.7,63,2.37,173,12,MWC,26,22-4,14-3,22,4,0.8462,14,3,0.8235,111.3,36,89.3,6,0.9264,12,52.7,63,46.7,37,16.9,71,22.5,21,29.9,107,24.4,43,34.3,97,32.7,198,50.5,132,44.6,13,37.5,26,32.8,119,39.5,118,45.5,336,66.9,281,3.1,20,49,ACC,25,16-9,9-7,16,9,0.64,9,7,0.5625,112.2,26,97.3,91,0.8381,49,50.7,130,48.5,100,16.0,33,20.8,65,30.3,96,33.8,339,28.4,255,25.1,36,50.8,121,49.2,145,33.8,160,31.7,66,39.2,129,43.9,326,70.1,129,0.5,46
West Virginia,3,84.0,Morehead State,14,67.0,West Virginia,True,2021,1,27,B12,18-9,18,9,0.6666666666666666,20.4,116.2,11,95.8,63,69.6,114,-0.04,265,15.0,19,109.4,37,94.4,16,13.79,26,128,OVC,23-7,23,7,0.7666666666666667,3.94,100.3,212,96.3,70,65.6,312,0.152,3,-1.89,215,101.5,214,103.4,228,16.67,14,22,B12,27,18-9,11-6,18,9,0.6667,11,6,0.6471,115.0,12,94.9,57,0.9007,22,48.7,226,50.2,176,17.0,75,20.7,71,35.6,13,31.3,283,39.4,17,28.5,100,46.4,288,51.3,239,35.7,75,32.3,90,33.1,277,37.3,171,70.5,110,3.0,22,139,OVC,28,21-7,17-3,21,7,0.75,17,3,0.85,98.1,232,96.1,72,0.5591,139,51.9,87,47.0,43,22.9,332,18.0,220,31.3,68,24.9,60,36.8,48,23.1,13,51.8,90,47.6,96,34.7,122,30.7,34,34.5,247,41.4,299,66.5,298,-1.9,78
Clemson,7,56.0,Rutgers,10,60.0,Rutgers,False,2021,1,42,ACC,16-7,16,7,0.6956521739130435,16.45,107.1,98,90.6,19,64.2,338,0.123,7,14.55,26,109.8,31,95.2,27,11.73,42,34,B10,15-11,15,11,0.5769230769230769,18.04,108.7,75,90.6,17,67.8,213,0.032,106,18.19,7,112.5,4,94.4,15,-5.57,288,44,ACC,23,16-7,10-6,16,7,0.6957,10,6,0.625,105.2,111,90.5,14,0.8484,44,50.4,150,48.8,117,19.5,195,21.6,46,26.6,201,26.5,119,23.6,336,29.6,131,49.2,193,47.4,87,34.6,126,33.8,167,43.9,39,40.4,272,65.4,326,2.9,23,47,B10,26,15-11,10-10,15,11,0.5769,10,10,0.5,106.6,87,91.9,25,0.846,47,50.2,167,47.7,64,16.4,52,18.9,153,27.4,182,29.3,227,27.7,277,33.2,209,51.9,84,47.4,87,31.1,288,32.1,82,32.7,284,35.6,113,68.7,203,1.8,36
Houston,2,87.0,Cleveland State,15,56.0,Houston,True,2021,1,5,Amer,24-3,24,3,0.8888888888888888,28.95,119.0,7,90.1,15,64.9,326,-0.009,201,6.77,105,103.9,148,97.2,74,1.85,186,153,Horz,19-7,19,7,0.7307692307692307,1.17,100.8,200,99.7,123,66.3,282,0.19,1,-1.22,200,105.0,118,106.2,339,20.84,6,2,Amer,26,23-3,14-3,23,3,0.8846,14,3,0.8235,119.0,5,89.4,7,0.964,2,51.3,103,42.9,1,16.3,42,21.6,46,39.4,2,28.0,173,30.7,188,42.4,333,49.9,161,43.0,5,35.5,86,28.5,7,42.3,53,37.6,180,65.9,312,4.0,15,176,Horz,26,19-7,16-4,19,7,0.7308,16,4,0.8,99.2,214,99.7,136,0.4854,176,50.6,133,48.9,120,18.5,150,20.3,86,30.9,78,31.9,308,31.9,163,37.2,295,52.1,79,50.9,222,31.9,256,30.8,36,34.3,249,42.5,312,67.1,276,-2.7,96
Gonzaga,1,87.0,Oklahoma,8,71.0,Gonzaga,True,2021,2,1,WCC,26-0,26,0,1.0,36.62,126.1,1,89.5,9,74.7,4,0.018,135,7.88,96,105.9,98,98.0,97,6.14,106,39,B12,15-10,15,10,0.6,16.69,111.5,36,94.8,53,67.7,222,-0.038,260,12.57,49,108.3,56,95.7,38,0.69,203,1,WCC,26,26-0,15-0,26,0,1.0,15,0,1.0,125.3,1,89.6,9,0.9793,1,61.0,1,47.5,56,16.1,35,20.3,86,30.4,93,23.4,23,36.7,51,25.9,44,64.0,1,46.8,68,36.5,57,32.5,101,32.3,289,34.5,85,75.4,3,8.5,2,39,B12,25,15-10,9-8,15,10,0.6,9,8,0.5294,111.1,37,94.7,54,0.8626,39,50.8,126,48.9,120,15.8,26,18.7,167,27.3,185,27.5,157,29.1,236,22.8,12,50.8,121,46.3,51,33.8,160,35.4,255,39.0,135,38.1,204,68.5,208,0.28,49
Creighton,5,72.0,Ohio,13,58.0,Creighton,True,2021,2,20,BE,20-8,20,8,0.7142857142857143,21.27,114.9,14,93.7,40,69.0,143,0.001,170,12.56,50,107.9,66,95.3,30,-1.34,233,79,MAC,16-7,16,7,0.6956521739130435,10.77,112.9,29,102.1,176,69.3,130,0.027,114,3.95,135,105.3,111,101.3,151,1.46,193,21,BE,28,20-8,14-6,20,8,0.7143,14,6,0.7,114.2,16,94.1,44,0.9033,21,55.7,14,46.9,42,15.8,26,17.8,237,24.8,250,28.2,184,26.9,288,25.7,41,56.3,12,46.1,45,36.7,48,32.1,82,44.3,34,39.0,234,70.0,135,3.2,19,78,MAC,22,15-7,9-5,15,7,0.6818,9,5,0.6429,111.8,29,101.0,167,0.7637,78,55.8,13,51.1,215,17.0,75,20.0,98,28.7,144,27.4,152,29.6,226,30.2,145,56.4,11,51.6,248,36.6,50,33.7,161,38.7,151,40.0,264,70.3,119,-2.0,80
USC,6,85.0,Kansas,3,51.0,USC,True,2021,2,14,P12,22-7,22,7,0.7586206896551724,22.36,113.0,28,90.6,20,67.3,236,-0.006,193,11.34,63,108.3,57,97.0,68,5.11,128,22,B12,20-8,20,8,0.7142857142857143,21.08,109.7,60,88.6,6,68.2,186,0.042,86,14.83,22,110.2,23,95.3,31,10.24,56,8,P12,29,22-7,15-5,22,7,0.7586,15,5,0.75,113.3,21,90.2,12,0.9319,8,52.1,80,45.4,11,18.1,124,17.4,263,35.7,10,27.3,147,37.5,38,24.8,30,52.1,79,42.2,2,34.8,116,34.2,194,31.2,307,35.3,105,68.1,225,5.5,7,25,B12,27,19-8,12-6,19,8,0.7037,12,6,0.6667,108.7,59,90.2,11,0.8948,25,49.7,185,47.0,43,17.7,106,20.0,98,31.2,72,26.9,136,30.5,196,26.5,53,49.3,187,45.9,40,33.7,171,32.5,101,36.0,215,37.5,179,69.2,173,4.3,13
Oregon,7,95.0,Iowa,2,80.0,Oregon,True,2021,2,36,P12,20-6,20,6,0.7692307692307693,17.81,114.6,15,96.8,75,67.2,242,0.048,74,10.26,75,107.9,68,97.6,86,2.82,162,6,B10,21-8,21,8,0.7241379310344828,28.82,123.5,2,94.7,50,70.0,100,-0.028,240,16.9,14,110.4,20,93.5,6,-5.33,285,30,P12,26,20-6,14-4,20,6,0.7692,14,4,0.7778,114.1,17,96.1,73,0.8779,30,54.4,30,50.1,174,16.8,63,20.3,86,28.3,155,27.2,143,26.8,295,27.1,60,52.9,57,49.9,173,37.9,19,33.6,153,38.0,162,39.2,241,68.1,225,4.8,11,6,B10,29,21-8,14-6,21,8,0.7241,14,6,0.7,123.7,2,96.5,77,0.9459,6,54.6,28,48.3,90,13.3,1,16.3,308,30.7,85,28.6,202,32.0,161,22.6,10,52.4,71,45.8,35,38.6,13,34.8,227,39.8,105,39.6,254,70.9,96,5.5,8
Michigan,1,86.0,LSU,8,78.0,Michigan,True,2021,2,2,B10,20-4,20,4,0.8333333333333334,30.65,119.4,6,88.8,7,66.8,260,0.026,116,16.79,15,111.4,12,94.6,19,2.72,165,29,SEC,18-9,18,9,0.6666666666666666,19.67,119.9,5,100.2,126,70.7,78,0.002,166,13.65,37,107.9,64,94.3,12,0.67,204,4,B10,24,20-4,14-3,20,4,0.8333,14,3,0.8235,117.7,8,90.8,15,0.9516,4,54.9,23,44.9,7,16.3,42,15.1,335,29.4,118,24.8,56,28.9,241,24.5,25,53.3,49,42.3,3,38.7,12,33.5,148,33.9,257,32.7,37,67.8,241,7.1,3,29,SEC,27,18-9,11-6,18,9,0.6667,11,6,0.6471,118.9,6,99.8,139,0.8823,29,52.8,60,48.5,100,16.1,35,18.4,193,31.5,65,32.8,325,33.9,113,29.1,114,53.0,52,51.3,239,35.0,108,30.0,20,37.1,181,44.3,330,71.4,80,2.2,28
Colorado,5,53.0,Florida State,4,71.0,Florida State,False,2021,2,17,P12,22-8,22,8,0.7333333333333333,21.83,114.5,16,92.7,28,66.3,280,-0.033,252,10.99,69,108.0,62,97.0,70,2.1,180,13,ACC,16-6,16,6,0.7272727272727273,22.39,116.7,10,94.3,47,70.5,84,-0.011,207,12.92,42,109.0,44,96.1,45,4.39,140,7,P12,30,22-8,14-6,22,8,0.7333,14,6,0.7,115.4,11,91.7,22,0.9332,7,52.0,84,47.7,64,16.8,63,19.8,107,30.9,78,25.6,81,29.9,216,28.0,86,50.3,142,46.5,59,36.7,48,33.3,141,35.8,218,34.8,94,67.2,269,4.9,9,9,ACC,22,16-6,11-4,16,6,0.7273,11,4,0.7333,117.2,10,93.7,39,0.9296,9,54.4,30,46.5,31,20.2,238,19.6,121,35.7,10,31.4,288,32.7,144,36.3,282,52.1,79,44.2,11,39.0,9,33.3,141,35.5,226,40.0,264,71.2,87,2.4,26
UCLA,11,67.0,Abilene Christian,14,47.0,UCLA,True,2021,2,43,P12,18-9,18,9,0.6666666666666666,16.29,114.2,18,97.9,95,64.6,334,0.033,101,12.2,54,108.7,51,96.5,57,9.16,67,85,Slnd,23-4,23,4,0.8518518518518519,10.17,103.2,157,93.0,32,69.9,102,-0.027,238,-8.04,330,97.7,318,105.8,329,4.4,138,31,P12,27,18-9,13-6,18,9,0.6667,13,6,0.6842,114.7,15,96.7,82,0.8766,31,52.1,80,50.8,200,16.5,53,17.6,250,31.0,76,24.6,51,32.5,152,28.1,91,50.3,142,49.6,160,37.2,35,35.1,238,31.5,301,38.6,223,65.4,326,2.6,24,89,Slnd,23,19-4,13-2,19,4,0.8261,13,2,0.8667,100.9,176,92.6,28,0.7292,89,52.9,58,45.4,11,19.4,190,26.7,1,30.6,87,27.9,169,34.0,107,42.5,334,50.8,121,46.3,51,37.7,21,29.1,12,36.5,198,34.0,69,70.8,99,-1.1,64
Maryland,10,77.0,Alabama,2,96.0,Alabama,False,2021,2,32,B10,16-13,16,13,0.5517241379310345,18.61,110.9,44,92.3,27,65.3,317,-0.035,253,17.03,12,110.2,22,93.2,4,-0.92,227,8,SEC,24-6,24,6,0.8,25.08,111.8,34,86.7,2,73.9,9,0.031,108,14.36,29,109.8,29,95.5,32,9.05,69,41,B10,28,15-13,9-11,15,13,0.5357,9,11,0.45,110.1,44,94.2,45,0.8572,41,52.6,65,48.5,100,16.8,63,16.9,283,20.9,327,24.8,56,32.6,150,25.6,39,52.8,62,46.4,53,34.9,112,34.3,202,43.0,45,41.8,303,66.3,300,0.06,53,11,SEC,30,24-6,16-2,24,6,0.8,16,2,0.8889,110.7,39,88.6,4,0.9281,11,51.3,103,45.3,10,18.6,158,21.1,57,31.5,65,29.8,245,28.6,247,31.9,181,50.1,152,46.4,53,35.1,102,28.8,10,47.1,16,33.6,60,74.8,8,6.9,4
Baylor,1,76.0,Wisconsin,9,63.0,Baylor,True,2021,2,4,B12,22-2,22,2,0.9166666666666666,29.56,123.4,3,93.8,44,68.4,180,0.05,67,9.7,78,106.6,89,96.9,64,-4.0,269,12,B10,17-12,17,12,0.5862068965517241,22.59,112.6,32,90.0,13,64.9,327,-0.049,283,18.06,9,111.8,8,93.7,9,1.3,194,3,B12,24,22-2,13-1,22,2,0.9167,13,1,0.9286,123.3,3,93.5,37,0.96,3,57.5,3,49.1,127,17.6,101,24.6,3,37.5,4,30.9,277,27.0,286,31.7,175,54.1,32,48.1,110,41.8,1,34.0,179,39.2,129,34.3,76,69.6,152,6.7,5,15,B10,29,17-12,10-10,17,12,0.5862,10,10,0.5,111.5,33,90.3,13,0.9182,15,49.4,197,47.9,70,13.5,2,17.8,237,23.7,283,25.1,67,26.9,288,28.5,100,46.3,292,47.1,78,36.0,65,33.0,127,40.8,81,34.2,71,65.9,312,2.1,30
Villanova,5,84.0,North Texas,13,61.0,Villanova,True,2021,2,11,BE,16-6,16,6,0.7272727272727273,22.62,118.7,9,96.1,66,65.0,321,-0.006,195,13.06,41,108.9,45,95.9,41,7.52,91,74,CUSA,17-9,17,9,0.6538461538461539,11.78,105.5,119,93.7,41,63.1,350,-0.042,272,4.49,127,103.6,155,99.1,115,5.37,122,20,BE,22,16-6,11-4,16,6,0.7273,11,4,0.7333,118.5,7,97.2,90,0.9076,20,52.8,60,51.8,245,13.5,2,19.0,147,27.9,169,24.8,56,30.0,212,25.8,42,52.8,62,51.0,227,35.2,99,35.4,255,44.6,30,40.6,279,65.9,312,3.1,21,82,CUSA,25,16-9,9-5,16,9,0.64,9,5,0.6429,103.7,129,94.0,43,0.7551,82,54.0,38,45.7,20,20.4,249,21.4,53,27.9,169,26.9,136,27.2,281,31.7,175,52.9,57,44.8,15,37.3,33,31.6,59,37.2,178,34.2,71,64.2,339,-2.4,90
Texas Tech,6,66.0,Arkansas,3,68.0,Arkansas,False,2021,2,23,B12,17-10,17,10,0.6296296296296297,21.01,112.5,33,91.5,24,65.3,316,-0.091,333,11.42,59,108.1,59,96.7,62,-5.4,286,18,SEC,22-6,22,6,0.7857142857142857,21.61,111.6,35,90.0,14,73.1,17,0.056,56,11.34,62,108.3,55,97.0,69,-5.13,282,19,B12,27,17-10,9-8,17,10,0.6296,9,8,0.5294,111.5,32,91.4,20,0.9076,19,49.7,185,47.8,69,16.3,42,23.8,8,33.8,28,30.0,253,39.3,19,36.5,286,48.7,217,44.8,15,34.6,126,35.0,235,31.4,303,38.6,223,66.6,292,0.9,44,24,SEC,28,22-6,13-4,22,6,0.7857,13,4,0.7647,110.0,45,91.3,18,0.8957,24,51.5,96,47.6,61,17.4,94,20.3,86,31.7,60,26.2,105,32.7,144,29.3,118,51.9,84,46.9,72,33.9,156,32.6,107,35.8,218,37.6,180,74.0,16,4.6,12
Florida,7,78.0,Oral Roberts,15,81.0,Oral Roberts,False,2021,2,37,SEC,14-9,14,9,0.6086956521739131,17.78,111.2,40,93.4,36,68.6,165,0.003,165,14.92,20,109.9,26,95.0,24,8.85,72,151,Sum,16-10,16,10,0.6153846153846154,1.21,108.8,72,107.6,285,71.8,46,0.013,146,0.07,177,102.9,173,102.8,206,21.54,4,32,SEC,23,14-9,9-7,14,9,0.6087,9,7,0.5625,110.4,42,93.4,35,0.8724,32,52.5,68,47.5,56,20.7,263,20.6,76,30.8,82,31.6,295,33.8,116,34.8,255,51.9,84,48.4,123,35.7,75,30.6,30,33.8,261,35.3,105,69.5,155,1.2,40,156,Sum,23,13-10,10-5,13,10,0.5652,10,5,0.6667,107.5,72,106.7,275,0.5216,156,53.6,46,50.4,187,15.7,22,18.2,204,23.2,295,33.0,328,27.8,269,33.1,208,49.7,170,49.0,135,38.8,10,35.6,265,45.9,22,32.0,29,72.3,50,-4.9,152
Illinois,1,58.0,Loyola Chicago,8,71.0,Loyola Chicago,False,2021,2,3,B10,23-6,23,6,0.7931034482758621,30.54,119.0,8,88.5,5,70.7,80,0.03,111,18.88,3,112.7,2,93.8,10,10.0,57,9,MVC,24-4,24,4,0.8571428571428571,23.72,110.6,49,86.9,3,64.2,342,-0.02,226,4.14,132,104.3,139,100.1,135,4.91,129,5,B10,29,23-6,16-4,23,6,0.7931,16,4,0.8,117.4,9,90.8,16,0.9504,5,55.6,16,46.6,33,18.2,129,16.1,314,33.0,35,22.2,10,39.2,20,30.5,152,55.3,19,45.4,29,37.6,24,32.7,113,30.7,312,33.0,41,71.6,70,8.8,1,13,MVC,26,22-4,16-2,22,4,0.8462,16,2,0.8889,109.0,56,88.2,2,0.9187,13,56.3,9,46.7,37,18.5,150,21.6,46,26.0,230,21.0,3,30.7,188,22.4,6,58.0,4,45.5,30,35.7,75,32.5,101,37.0,186,34.4,80,64.8,333,1.8,34
Oregon State,12,80.0,Oklahoma State,4,70.0,Oregon State,True,2021,2,84,P12,17-12,17,12,0.5862068965517241,10.32,109.5,63,99.1,117,65.4,315,0.075,38,11.38,61,108.8,50,97.4,80,-6.06,291,30,B12,20-8,20,8,0.7142857142857143,18.84,110.2,57,91.4,22,71.9,41,0.039,89,14.77,23,110.7,17,95.9,42,4.78,130,77,P12,28,16-12,10-10,16,12,0.5714,10,10,0.5,109.1,53,98.4,113,0.7667,77,48.7,226,50.4,187,17.2,80,18.5,187,29.8,109,29.4,230,34.0,107,38.2,304,46.9,275,52.5,268,34.6,126,31.4,54,35.5,226,37.7,185,66.1,307,0.38,47,33,B12,28,20-8,11-7,20,8,0.7143,11,7,0.6111,109.1,54,92.3,27,0.8719,33,52.2,76,47.2,49,21.4,292,19.3,135,31.9,56,30.2,260,36.4,58,30.5,152,52.9,57,46.9,72,33.8,160,31.7,66,31.9,295,37.4,177,72.7,37,4.8,10
